id,in,out,start,end,duration,text
45,2047,2081,3722,3756,2880,"They brought us here, "
46,2047,2178,3756,3887,2880,"they ligated us here in the policlinic, "
47,2046,2120,3887,3961,2880,which we call hospital. 
48,2046,2104,3961,4019,2880,They sterilized us 
49,2046,2141,4019,4114,2880,"and they never gave us any treatment, "
50,2033,2120,4114,4201,2880,or told us what medicines to use.
51,2046,2098,4201,4253,2880,"As we say in our land, "
52,2098,2170,4253,4325,2880,they treated us like animals
53,2098,2172,4325,4399,2880,like wounded animals. 
54,2097,2202,4399,4504,2880,"They sent us home without treatment for anything, "
55,2096,2134,4504,4542,2880,nothing at all.
56,2096,2210,4542,4656,2880,"Then we just healed with whatever, "
57,2096,2154,4656,4714,2880,with what God gave us. 
58,2096,2169,4714,4787,2880,He didn't want us to die at that moment. 
59,2096,2206,4787,4897,2880,"And that is why we are looking for justice, "
60,2128,2218,4897,4987,2880,justice and reparation for our lives. 
61,2126,2207,4987,5068,2880,"Now they have left us incapacitated, "
62,2128,2158,5068,5098,2880,"with half a life,"
63,2158,2222,5098,5162,2880,we can't do anything now.
64,2158,2213,5162,5217,2880,They affected every part of us.
65,2158,2274,5217,5333,2880,"Why? Because they didn't give us any kind of medicine, "
66,2158,2201,5333,5376,2880,nothing. 
67,2158,2213,5376,5431,2880,"And now we are invalids,"
68,2158,2217,5431,5490,2880,we can't do anything anymore. 
69,2158,2222,5490,5554,2880,How to support ourselves? 
70,2158,2241,5554,5637,2880,"To support our health, "
71,2173,2213,5637,5677,2880,our lives. 
72,2173,2285,5677,5789,2880,If we can't work where are we going to get the money to live?  
73,2173,2396,5789,6012,2880,How will we end up when we are older?
74,2173,2240,6012,6079,2880,Many ladies. 
75,2173,2236,6079,6142,2880,"Now, in my case, "
76,2173,2253,6142,6222,2880,"I've totally decayed, "
77,2173,2276,6222,6325,2880,"and only because of what this government, "
78,2188,2246,6325,6383,2880,what Fujimorism did. 
79,2159,2297,6383,6521,2880,"If he did not want to see so many Peruvian mothers,"
80,2159,2214,6521,6576,2880,so many people in Peru.
81,2197,2276,6576,6655,2880,"well, it would have been better that he killed us, "
82,2251,2331,6655,6735,2880,so that we wouldn't have to live in this terrible situation 
83,2267,2308,6735,6776,2880,of endless suffering.
84,2301,2386,6784,6869,2880,How will we end up in the future?
85,2293,2408,6869,6984,2880,"Us mothers are on our knees, and it will be even worse,  "
86,2317,2382,6984,7049,2880,because we can't work.
87,2287,2383,7069,7165,2880,"This damned government, what he did."
88,2339,2408,7165,7234,2880,Now if he is asking for …
89,2347,2387,7234,7274,2880,"for pardon,"
90,2370,2436,7274,7340,2880,as for me I hope he dries up in prison.
91,2436,2516,7340,7420,2880,"He left so many people incapacitated here, "
92,2436,2465,7420,7449,2880,"many innocent people,"
93,2465,2506,7449,7490,2880,illiterate people. 
94,2491,2576,7490,7575,2880,He left us invalid.
95,2499,2681,7585,7767,2880,That is the testimony I give you now. 
