id,in,out,start,end,duration,text
98,2835,2880,6015,6060,2880,we all had to make our own way home …
99,2841,2880,6060,6099,2880,"There was no ambulance, nothing. "
100,2841,2871,6099,6129,2880,And they lied to us 
101,2827,2880,6129,6182,2880,saying they would give us something
102,2827,2858,6182,6213,2880,that they would help us.  
103,2824,2880,6213,6269,2880,"They just forgot about us, "
104,2827,2870,6269,6312,2880,they don't want to know nothing
105,2827,2866,6312,6351,2880,"They don't help us with anything, "
106,2827,2864,6351,6388,2880,they don't care about as at all. 
107,2827,2872,6388,6433,2880,"They say we've done this to ourselves, "
108,2832,2860,6433,6461,2880,and 'screw you'.
109,1311,1390,6467,6546,2880,"Things aren't good now with my husband, "
110,1385,1419,6546,6580,2880,we just fight all the time.
111,1428,1497,6580,6649,2880,"I can't help him with any of the work in the fields, "
112,1492,1574,6649,6731,2880,I can't help him use anything heavy.  
113,1490,1602,6731,6843,2880,I don't want to be intimate with him anymore. 
114,1490,1560,6843,6913,2880,"I get dark patches in front of my eyes, "
115,1560,1628,6913,6981,2880,I want to throw up. 
116,1560,1598,6981,7019,2880,"I get dizzy,"
117,1598,1661,7019,7082,2880,my whole body hurts. 
118,1661,1705,7082,7126,2880,"I just can't do it,"
119,1660,1736,7126,7202,2880,I'm not that old yet but I can't do it anymore. 
120,1649,1725,7202,7278,2880,"I live on my own with my husband, we have fight after fight "
121,1725,1839,7278,7392,2880,"because when I was well, before I was sterilised, I helped him to do things,"
122,1756,1780,7392,7416,2880, he was usually calm. 
123,1725,1760,7416,7451,2880,"The two of us would go out to work together, "
124,1725,1771,7451,7497,2880,"we had what we needed for our children, "
125,1725,1808,7497,7580,2880, at least enough to eat. 
126,1725,1792,7580,7647,2880,"And now, my children have left, "
127,1725,1747,7647,7669,2880,"one to one place, "
128,1725,1752,7669,7696,2880,the other to another place
129,1725,1758,7696,7729,2880,and now I live on my own. 
130,1725,1766,7729,7770,2880,"When the man goes to work, "
131,1725,1762,7770,7807,2880,"when my husband goes to work, "
132,1725,1753,7807,7835,2880,"sometimes he arrives late, "
133,1725,1744,7835,7854,2880,"sometimes not, "
134,1718,1738,7854,7874,2880,sometimes a bit drunk 
135,1725,1755,7874,7904,2880,'what have you done?'
136,1725,1775,7904,7954,2880,'what are you doing?'
137,1725,1759,7954,7988,2880,Or 'you haven't done this'
138,1725,1755,7988,8018,2880,"But it isn't laziness, "
139,1725,1755,8018,8048,2880,It's because I can't do it anymore 
140,1725,1756,8048,8079,2880,and he gets angry 
141,1725,1789,8079,8143,2880,"because I can't help him with work like I used to, "
142,1706,1770,8143,8207,2880,when I was well and I helped him to work. 
143,1725,1772,8207,8254,2880,"Now my children have left, "
144,1725,1778,8254,8307,2880,"they said 'Mum I want to study, "
145,1725,1759,8307,8341,2880,I want to move forward with my life'. 
146,1725,1769,8341,8385,2880," I didn't support them anymore, "
147,1725,1746,8385,8406,2880,"not with anything, "
148,1725,1820,8406,8501,2880,"so they took their own path, "
149,1791,1834,8501,8544,2880,"one went this way, "
150,1725,1771,8544,8590,2880,"the other went that way, "
151,1725,1777,8590,8642,2880, and they left me on my own
152,1725,1755,8642,8672,2880,"And now I can't do anything, "
153,1774,1828,8672,8726,2880,I should have had my children instead
154,1828,1876,8726,8774,2880,"and then I'd be like a rabbit,"
155,1876,1920,8774,8818,2880,"like they said, "
156,1864,1920,8818,8874,2880,but I'd have my children 
157,1920,1964,8874,8918,2880,and I wouldn't be here on my own suffering. 
158,1725,1834,8918,9027,2880,"I don't have anyone to run an errand for me, "
159,1725,1796,9027,9098,2880,"I have to do everything myself, even if it hurts "
160,1725,1744,9098,9117,2880,I have to do it 
161,1725,1821,9117,9213,2880,"so that we don't fight  too much, "
162,1725,1761,9213,9249,2880,so that he stays with me. 
163,1725,1800,9249,9324,2880,"Whether I want to or don't want to, "
164,1725,1822,9324,9421,2880,I have to do what I can myself. 
165,1725,1758,9430,9463,2880,"I'm really unwell, "
166,1725,1758,9463,9496,2880,I thought they would …
167,1929,1961,9496,9528,2880,"They tricked us,"
168,1961,2024,9528,9591,2880,"they told us they'd help us with medicines,"
169,1725,1807,9591,9673,2880,"that they wouldn't leave us on our own, "
170,1716,1810,9673,9767,2880,that we shouldn't feel bad because they would support us.
171,2041,2095,9767,9821,2880,"And now nothing, they've forgotten about us, "
172,2095,2137,9821,9863,2880,It's all been forgotten …
173,2095,2155,9863,9923,2880,"Now we are sick, "
174,2147,2199,9923,9975,2880,"all the women who were sterilised, "
175,2199,2227,9975,10003,2880,"all of us,"
176,2227,2276,10003,10052,2880,"but well, it has already been done."
177,1709,1819,10052,10162,2880,"and now we're asking that they maybe help us, "
178,1725,1773,10162,10210,2880,"that they support us a little, "
179,1725,1763,10210,10248,2880,"even just a little, "
180,1725,1776,10248,10299,2880,"some support, "
181,1725,1790,10299,10364,2880,even just at least some medicine 
182,1725,1771,10364,10410,2880,so we're not so unwell.
183,1732,1830,10416,10514,2880,"And also to thank the young women, "
184,1731,1792,10520,10581,2880,"Mrs. Josefa,"
185,1725,1794,10581,10650,2880,the women from the committee IAMAMC-AHMBA 
186,1712,1762,10650,10700,2880,that are doing something for us. 
187,2234,2296,10700,10762,2880,And that's all I wanted to say. 
188,2232,2367,10762,10897,2880,"And thanks for all of this, many thanks, thank you very much.   "
